"77200","93","37","3600","1400","5000","4100","652","4","41","39","10","6","33","127","7","75","18","14","3500","219","1100","22100","31","1400","24","9900","45"
"5500","9","4","33","37","45","399","24","0","8","2","0","0","5","13","0","10","0","0","275","18","65","3300","3","63","1","4300","1"
